Latitude,Longitude,Precipitation(mm),Surface Temp (K),Evaporation(mm)
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-89.0,1.25,601.9644181797048,227.0448455810547,-17.849769751236977
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-87.0,3.7499999999999996,649.6018290376924,229.0214080810547,-15.140487678820591
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
-85.0,6.25,1003.0147179204505,229.7403564453125,-10.202637753906174
